cod;nm_categoria;de_categoria
Y55;Y55   Subst atuam prim musc lisos esquelet ap resp;Efeitos adversos de substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório
Y56;Y56   Subst topic pele membr muc uso oft otor dent;Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário
Y57;Y57   Outr drogas e medicamentos e as NE;Efeitos adversos de outras drogas e medicamentos e as não especificadas
Y58;Y58   Vacinas bacter;Efeitos adversos de vacinas bacterianas
Y59;Y59   Outr vacinas e subst biologicas e as NE;Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas
Y60;Y60   Cort punc perf hemorr acid cuid med cirurg;Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos
Y61;Y61   Obj estranho deix acid prest cuid cirurg med;Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos
Y62;Y62   Asseps insuf prest cuidados cirurg e medicos;Assepsia insuficiente durante a prestação de cuidados cirúrgicos e médicos
Y63;Y63   Erros dosagem prest cuidados med e cirurg;Erros de dosagem durante a prestação de cuidados médicos e cirúrgicos
Y64;Y64   Medicamentos ou subst biolog contaminados;Medicamentos ou substâncias biológicas contaminados
Y65;Y65   Outr acid durante prest cuid medic cirurg;Outros acidentes durante a prestação de cuidados médicos e cirúrgicos
Y66;Y66   Nao admin de cuidado medico e cirurgico;Não administração de cuidado médico e cirúrgico
Y69;Y69   Acid NE durante prest cuidado medic cirurg;Acidente não especificado durante a prestação de cuidado médico e cirúrgico
Y70;Y70   Disp anestesiologia assoc incid adversos;Dispositivos (aparelhos) de anestesiologia, associados a incidentes adversos
Y71;Y71   Disp cardiovasculares assoc incid adversos;Dispositivos (aparelhos) cardiovasculares, associados a incidentes adversos
Y72;Y72   Disp utiliz otorrino assoc incid adversos;Dispositivos (aparelhos) utilizados em otorrinolaringologia, associados a incidentes adversos
Y73;Y73   Disp usados gastroent urolog assoc incid adv;Dispositivos (aparelhos) usados em gastroenterologia e em urologia, associados a incidentes adversos
Y74;Y74   Disp gerais uso hosp pessoal assoc incid adv;Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal, associados a incidentes adversos
Y75;Y75   Disp utiliz neurolog assoc incid adversos;Dispositivos (aparelhos) utilizados em neurologia, associados a incidentes adversos
Y76;Y76   Disp utiliz obstetr ginec assoc incid adv;Dispositivos (aparelhos) utilizados em obstetrícia e em ginecologia, associados a incidentes adversos
Y77;Y77   Disp utiliz oftalmo assoc incid adversos;Dispositivos (aparelhos) utilizados em oftalmologia, associados a incidentes adversos
Y78;Y78   Disp utiliz radiologia assoc incid adversos;Dispositivos (aparelhos) utilizados em radiologia, associados a incidentes adversos
Y79;Y79   Disp ortopedicos assoc a incidentes adversos;Dispositivos (aparelhos) ortopédicos, associado a incidentes adversos
Y80;Y80   Disp utiliz med fisica assoc incid adversos;Dispositivos (aparelhos) utilizados em medicina física (fisiatria), associado a incidentes adversos
Y81;Y81   Disp util cirurg geral plast assoc incid adv;Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia plástica, associados a incidente adversos
Y82;Y82   Outr disp assoc incidentes adversos e os NE;Outros dispositivos (aparelhos) associados a incidentes adversos e os não especificados
Y83;Y83   Reac anorm compl tard interv cirurg s/acid;Reação anormal em paciente ou complicação tardia, causadas por intervenção cirúrgica e por outros atos cirúrgicos, sem menção de acidente durante a intervenção
Y84;Y84   Reac anorm compl tard out proc med s/acid;Reação anormal em paciente ou complicação tardia, causadas por outros procedimentos médicos, sem menção de acidente durante o procedimento
Y85;Y85   Sequelas de acid transp;Seqüelas de acidentes de transporte
Y86;Y86   Sequelas de outr acid;Seqüelas de outros acidentes
Y87;Y87   Seq lesao autopr inten agress fato int indet;Seqüelas de uma lesão autoprovocada intencionalmente, de agressão ou de um fato cuja intenção é indeterminada
Y88;Y88   Sequelas cuid med cirurg consid causa ext;Seqüelas de cuidado médico ou cirúrgico considerados como uma causa externa
Y89;Y89   Sequelas de outr causas externas;Seqüelas de outras causas externas
Y90;Y90   Evidencia alcoolismo det p/taxas alcoolemia;Evidência de alcoolismo determinada por taxas de alcoolemia
Y91;Y91   Evidencia alcoolismo determ p/nivel da intox;Evidência de alcoolismo determinada pelo nível da intoxicação
Y95;Y95   Circunst relat condicoes nosocomiais;Circunstância relativa as condições nosocomiais (hospitalares)
Y96;Y96   Circunst relat condicoes de trabalho;Circunstância relativa às condições de trabalho
Y97;Y97   Circunst relat condicoes poluicao ambiental;Circunstâncias relativas a condições de poluição ambiental
Y98;Y98   Circunst relat condicoes do modo de vida;Circunstâncias relativas a condições do modo de vida
Z00;Z00   Exame geral invest pess s/queix diagn relat;Exame geral e investigação de pessoas sem queixas ou diagnóstico relatado
Z01;Z01   Outr exam invest esp pess s/queix diag relat;Outros exames e investigações especiais de pessoas sem queixa ou diagnóstico relatado
Z02;Z02   Exame med e consulta c/finalid admin;Exame médico e consulta com finalidades administrativas
Z03;Z03   Observ avaliacao med doenc afecc suspeitas;Observação e avaliação médica por doenças e afecções suspeitas
Z04;Z04   Exame e observacao p/outr razoes;Exame e observação por outras razões
Z08;Z08   Exame seguim apos tratamento p/neopl malig;Exame de seguimento após tratamento por neoplasia maligna
Z09;Z09   Exame seguim apos trat out afec n neop malig;Exame de seguimento após tratamento de outras afecções que não neoplasias malignas
Z10;Z10   Exame geral de rotina subpopulacao definida;"Exame geral de rotina (""check up"") de uma subpopulação definida"
Z11;Z11   Exame esp rastr doenc infecc parasit;"Exame especial de rastreamento (""screening"") de doenças infecciosas e parasitárias"
Z12;Z12   Exame especial rastr de neoplasias;"Exame especial de rastreamento (""screening"") de neoplasias"
Z13;Z13   Exame especial rastr de outr transt e doenc;"Exame especial de rastreamento (""screening"") de outros transtornos e doenças"
Z20;Z20   Contato exposicao a doenc transmissiveis;Contato com e exposição a doenças transmissíveis
Z21;Z21   Estado de infecc assintomatica p/HIV;Estado de infecção assintomática pelo vírus da imunodeficiência humana [HIV]
Z22;Z22   Portador de doenc infecc;Portador de doença infecciosa
Z23;Z23   Necess imuniz contra unica doenc bacter;Necessidade de imunização contra uma única doença bacteriana
Z24;Z24   Necess imuniz contra alg doenc virais unicas;Necessidade de imunização contra algumas doenças virais únicas
Z25;Z25   Necess imuniz contra outr doenc virais unic;Necessidade de imunização contra outras doenças virais únicas
Z26;Z26   Necess imuniz outr doenc infecc unicas;Necessidade de imunização contra outras doenças infecciosas únicas
Z27;Z27   Necess imuniz assoc contra comb doenc infecc;Necessidade de imunização associada contra combinações de doenças infecciosas
Z28;Z28   Imuniz nao realizada;Imunização não realizada
Z29;Z29   Necessidade de outr medidas profilaticas;Necessidade de outras medidas profiláticas
Z30;Z30   Anticoncepcao;Anticoncepção
Z31;Z31   Medidas de procriacao;Medidas de procriação
Z32;Z32   Exame ou teste de gravidez;Exame ou teste de gravidez
Z33;Z33   Gravidez como achado casual;Gravidez como achado casual
Z34;Z34   Supervisao de gravidez normal;Supervisão de gravidez normal
Z35;Z35   Supervisao de gravidez de alto risco;Supervisão de gravidez de alto risco
Z36;Z36   Rastr pre-natal;"Rastreamento (""screening"") pré-natal"
Z37;Z37   Resultado do parto;Resultado do parto
Z38;Z38   Nascidos vivos segundo o local de nascimento;Nascidos vivos [nado-vivos] segundo o local de nascimento
Z39;Z39   Assist e exame pos-natal;Assistência e exame pós-natal
Z40;Z40   Cirurgia profilatica;Cirurgia profilática
Z41;Z41   Proced p/outr propositos exc cuidados saude;Procedimentos para outros propósitos exceto cuidados de saúde
Z42;Z42   Seguimento envolv cirurgia plastica;Seguimento envolvendo cirurgia plástica
Z43;Z43   Atencao a orificios artificiais;Atenção a orifícios artificiais
Z44;Z44   Coloc ajust aparelhos de protese externa;Colocação e ajustamento de aparelhos de prótese externa
Z45;Z45   Ajustamento e manuseio de disp implantado;Ajustamento e manuseio de dispositivo implantado
Z46;Z46   Colocacao e ajustamento de outr aparelhos;Colocação e ajustamento de outros aparelhos
Z47;Z47   Outr cuidados de seguimento ortopedico;Outros cuidados de seguimento ortopédico
Z48;Z48   Outr seguimento cirurgico;Outro seguimento cirúrgico
Z49;Z49   Cuidados envolv dialise;Cuidados envolvendo diálise
Z50;Z50   Cuidados envolv uso proced de reabilitacao;Cuidados envolvendo o uso de procedimentos de reabilitação
Z51;Z51   Outr cuidados medicos;Outros cuidados médicos
Z52;Z52   Doadores de orgaos e tec;Doadores de órgãos e tecidos
Z53;Z53   Pessoas cont serv saude proced esp n realiz;Pessoas em contato com serviços de saúde para procedimentos específicos não realizados
Z54;Z54   Convalescenca;Convalescença
Z55;Z55   Problemas relac educacao e alfabetizacao;Problemas relacionados com a educação e com a alfabetização
Z56;Z56   Problemas relacionados emprego e desemprego;Problemas relacionados com o emprego e com o desemprego
Z57;Z57   Exposicao ocupacional a fatores de risco;Exposição ocupacional a fatores de risco
Z58;Z58   Problemas relacionados c/o ambiente fisico;Problemas relacionados com o ambiente físico
Z59;Z59   Probl relac habitacao e  cond economicas;Problemas relacionados com a habitação e com as condições econômicas
Z60;Z60   Problemas relacionados c/o meio social;Problemas relacionados com o meio social
Z61;Z61   Problemas relac eventos negat vida infancia;Problemas relacionados com eventos negativos de vida na infância
Z62;Z62   Outr probl relac c/a educacao da crianca;Outros problemas relacionados com a educação da criança
Z63;Z63   Outr probl rel grupo prim apoio incl sit fam;Outros problemas relacionados com o grupo primário de apoio, inclusive com a situação familiar
Z64;Z64   Problemas relac algumas outr circ psicossoc;Problemas relacionados com algumas outras circunstâncias psicossociais
Z65;Z65   Probl relac outr circunstancias psicossoc;Problemas relacionados com outras circunstâncias psicossociais
Z70;Z70   Aconselh relat atit comport orient sexualid;Aconselhamento relativo às atitudes, comportamento e orientação em matéria de sexualidade
Z71;Z71   Pess cont serv saud outr acons cons med NCOP;Pessoas em contato com os serviços de saúde para outros aconselhamentos e conselho médico, não classificados em outra parte
Z72;Z72   Problemas relacionados c/o estilo de vida;Problemas relacionados com o estilo de vida
Z73;Z73   Problemas relacionados c/a organiz modo vida;Problemas relacionados com a organização de seu modo de vida
Z74;Z74   Probl relac depend pess q oferece cuid saude;Problemas relacionados com a dependência de uma pessoa que oferece cuidados de saúde
Z75;Z75   Probl relac facilid medic outr cuid saude;Problemas relacionados com as facilidades médicas e outros cuidados de saúde
Z76;Z76   Pessoas cont serv saude em outr circunst;Pessoas em contato com os serviços de saúde em outras circunstâncias
Z80;Z80   Historia familiar de neopl malig;História familiar de neoplasia maligna
Z81;Z81   Historia familiar transt mentais e comport;História familiar de transtornos mentais e comportamentais
Z82;Z82   Hist fam alg incap doenc cron incapacitacao;História familiar de algumas incapacidades e doenças crônicas que conduzem a incapacitação
Z83;Z83   Historia familiar de outr transt especificos;História familiar de outros transtornos específicos
Z84;Z84   Historia familiar de outr afeccoes;História familiar de outras afecções
Z85;Z85   Historia pessoal de neopl malig;História pessoal de neoplasia maligna
Z86;Z86   Historia pessoal de algumas outr doenc;História pessoal de algumas outras doenças
Z87;Z87   Historia pessoal de outr doenc e afeccoes;História pessoal de outras doenças e afecções
Z88;Z88   Hist pess alergia drog medic subst biolog;História pessoal de alergia a drogas, medicamentos e a substâncias biológicas
Z89;Z89   Ausencia adquir de membros;Ausência adquirida de membros
